platform_name,price_per_night,2019-04-17 17:39:52.946631
Booking.com, 68,
Booking.com, 68,
, 68,
, 68,
, 68,
, 68,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
, 68,
, 68,
, 68,
, 60,
, 60,
,0,
,0,
,0,
, 60,
, 60,
,0,
,0,
, 68,
, 68,
,0,
,0,
,0,
, 68,
, 68,
, 68,
,0,
, 68,
, 68,
, 80,
,0,
,0,
,0,
, 60,
,0,
,0,
,0,
, 60,
,0,
,0,
,0,
, 60,
,0,
,0,
,0,
, 60,
,0,
,0,
, 68,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
Booking.com,0,
Booking.com,0,
Booking.com,0,
Booking.com,0,
,0,
,0,
,0,
,0,
,0,
,0,
