price_per_night,timestamp
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
 219,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
0,2019-05-07 01:12:01.349458
